id,slug,title,issues
cmr997coc019l8djcs14srx84,"devoir-de-synthse-n1-gnie-mcanique-systeme-de-pesage-3me-tec-z-tw8d","Devoir de Synthèse N°1 - Génie mécanique systeme de pesage - 3ème Technique (2022-2023)","stripped-accents"
cmr98xm1b042568vc5ltotu0q,"serie-dexercices-math-graphes-probabilistes-bac-economie-amp-nibg8y","Série d'exercices - Math - Graphes probabilistes - Bac Economie &amp; Gestion (2015-2016)","cuid-suffix|html-entities"
cmr8vzkua02s0q4p0hiel3lw7,"devoir-de-synthse-n1-gnie-lectrique-poste-automatique-de-per-b0y4jl","Devoir de synthèse N°1 - Génie électrique Poste automatique de perçage- 3ème Technique (2011-2012)","cuid-suffix|stripped-accents"
cmqxjb7a001e3fxx2uwdrzw3d,"فرض-مراقبة-عدد-3-تربية-مدنية-9-اساسي-2014-2013-الاستاذ-رفيق-ماي-EjxbMM","فرض مراقبة عدد 3 - تربية مدنية - 9 أساسي (2014-2013) الأستاذ رفيق ماي","cuid-suffix"
cmr98bjxb02h968vcl1e1twlh,"serie-dexercices-n5-math-nombres-complexes-bac-math-2019-202-xfctrh","Série d'exercices N°5 - Math - Nombres complexes - Bac Math (2019-2020)","cuid-suffix"
cmr98ke39033t68vcgqg6jhj8,"serie-dexercices-n1-math-suites-reelles-bac-sciences-exp-201-lct198","Série d'exercices N°1 - Math - Suites Réelles - Bac Sciences exp (2018-2019)","cuid-suffix"
cmqxj81mz00yafxx2t93vyfjd,"فرض-تاليفي-عدد-2-دراسة-نص-8-اساسي-2023-2024-2-frvRAh","(فرض تاليفي - عدد 2 - دراسة نص - 8 اساسي (2023-2024 (2)","cuid-suffix"
cmqwp2bat00dr106jhxn5awgd,"cours-math-8me-2016-2017-mr-zairi-riadht1673853978-x6dmoa","Cours - Mathرباعيّات الأضلاع - 8ème (2016-2017) Mr Zairi Riadh","cuid-suffix"
cmr8tl40d002dezxrom7p9zrw,"serie-dexercices-n1-math-2eme-sciences-exp-2016-2017-yylok4","Série d'exercices N°1 - Math - 2ème Sciences exp (2016-2017)","cuid-suffix"
cmqte7yn900cf142ldth399l1,"devoir-de-synthse-n2-anglais-7me-2013-2014-9itiwf","Devoir de Synthèse N°2 - Anglais - 7ème (2013-2014)","cuid-suffix|stripped-accents"
cmqsllym7000doizkeutbg6ob,"serie-dexercices-n4-math-9eme-2010-2011-5oMVtK","Série d'exercices N°4 - Math - 9ème (2010-2011)","cuid-suffix"
cmqxj8hni010ifxx2pl6c7sx1,"فرض-تاليفي-عدد-3-دراسة-نص-8-اساسي-2014-2013-الاستاذ-الطاهر-شابي-9m4IxA","فرض تأليفي عدد 3 - دراسة نص - 8 أساسي (2014-2013) الأستاذ الطاهر شابّي","cuid-suffix"
cmqtc44mg009h5aqv3qfnc74d,"serie-dexercices-math-7eme-2011-2012-eJxE0M","Série d'exercices - Math - 7ème (2011-2012)","cuid-suffix"
cmqtrj3mj008rnmd17vwiqw5f,"devoir-de-synthse2-anglais-7me-2019-2020-xijrfc","Devoir de Synthèse2 - Anglais - 7ème (2019-2020)","cuid-suffix|stripped-accents"
cmr99i55q05vq68vc0ue2tl23,"devoir-de-synthse-n1-svt-3me-sciences-exp-2018-2019-d9weqo","Devoir de Synthèse N°1 - SVT - 3ème Sciences exp (2018-2019)","cuid-suffix|stripped-accents"
cmqtbpnue00525aqv90qtdngg,"serie-dexercices-n4-math-9eme-2016-2017-HmZjPZ","Série d'exercices N°4 - Math - 9ème (2016-2017)","cuid-suffix"
cmr8tnl0l009sezxrm0u5watn,"serie-dexercices-n8-avec-correction-math-similitudes-bac-mat-uoocdg","Série d'exercices  N°8 Avec Correction- Math - SIMILITUDES - Bac Math (2015-2016)","cuid-suffix"
cmqxjces901k5fxx2rnmq0ayk,"فرض-تاليفي-عدد-2-موسيقى-7-اساسي-2014-2013-الاستاذ-ثابت-بن-محرز-PnmYGI","فرض تأليفي عدد 2 - موسيقى - 7 أساسي (2014-2013) الأستاذ ثابت بن محرز","cuid-suffix"
cmr986y0x024x68vcjivz0x51,"serie-corrigee-de-revision-math-probabilites-bac-toutes-sect-heb9dd","Série Corrigée de Révision - Math - Probabilites - Bac Toutes Sections (2015-2016)","cuid-suffix"
cmqxjbc7y01etfxx21jyg6jop,"فرض-مراقبة-عدد-1-تربية-اسلامية-7-اساسي-2012-2011-الاستاذ-كمال-جبراني-VlprXM","فرض مراقبة عدد 1 - تربية إسلامية - 7 أساسي (2012-2011) الأستاذ كمال جبراني","cuid-suffix"
cmr8umdeh03jkezxrodbos2kb,"serie-corrigee-de-revision-math-probabilite-logarithme-equat-mrdxpn","Série Corrigée de Révision - Math - Probabilité-logarithme-equation differentielle - intégrale et exponentielle - Bac Sciences exp (2017-2018)","cuid-suffix"
cmqtcvsd9008fm0vbvpehm2o5,"devoir-de-contrle-n2-collge-pilote-math-7me-2017-2018-acw5ls","Devoir de Contrôle N°2 Collège pilote - Math - 7ème (2017-2018)","cuid-suffix"
cmqtd10gl007k43w37qu13j0u,"devoir-de-contrle-n3-anglais-7me-2013-2014-a31y1z","Devoir de Contrôle N°3 - Anglais - 7ème (2013-2014)","cuid-suffix"
cmqxj8t7z0128fxx2ll4odn23,"درس-دراسة-نص-7-اساسي-2012-2011-الاستاذة-الاء-النوري-aKElJ6","درس - دراسة نص - 7 أساسي (2012-2011) الأستاذة ألاء النوري","cuid-suffix"
cmqtecdbs00pp142lm3qonz4a,"devoir-de-contrle-physique-8me-2019-2020-RXu3pt","Devoir de Contrôle - Physique - 8ème (2019-2020)","cuid-suffix"
cmr98iv7002zx68vczmax336s,"serie-corrigee-de-revision-n5-math-exponentielle-suite-equat-ateukn","Série Corrigée de Révision N°5 - Math - exponentielle, suite ,équation différentielle,integrale - Bac Sciences exp (2018-2019)","cuid-suffix"
cmr99i5o205vy68vctsl7lp56,"devoir-de-contrle-n1-sciences-physiques-3me-sciences-exp-202-be6cgw","Devoir de Contrôle N°1 - Sciences physiques - 3ème Sciences exp (2020-2021)","cuid-suffix"
cmqtrkb3100bynmd1ta5hzm5k,"serie-dexercices-de-revision-math-revision2015-9eme-2014-201-S6NHE6","Série d'exercices de Révision - Math révision2015 - 9ème (2014-2015)","cuid-suffix"
cmqwp969b00kn106j7k0luczs,"devoir-de-contrle-n1-math-7me-2019-2020-mr-chelly-samit17664-0tz4xk","Devoir de Contrôle N°1 - Math - 7ème (2019-2020) Mr Chelly Sami","cuid-suffix"
cmr99i5p7039s8djcwxambwqu,"devoir-de-contrle-n1-sciences-physiques-3me-sciences-exp-202-pfsybz","Devoir de Contrôle N°1 - Sciences physiques - 3ème Sciences exp (2020-2021)","cuid-suffix"
cmqtd1lbm00i1m0vb4osy59ja,"serie-dexercices-physique-9eme-2016-2017-nW0qsH","Série d'exercices - Physique - 9ème (2016-2017)","cuid-suffix"
cmqwpwz9c018d106jr7acemze,"devoir-de-r-vision-مراجعة-الاختبار-الموحد-للثلاثي-الثالث-لتلاميذ-السنة-التاسعة-م-giiutx","Devoir de Révision مراجعة الاختبار الموحد للثلاثي الثالث لتلاميذ السنة التاسعة من التعليم الاساسي العام 2018-2019 Collège pilote 2ème Semestre - Math - 9ème (2018-2019) فرض موحد","cuid-suffix|too-long"
cmqx1h93q00hfz3msfc8ncmi6,"فرض-مراقبة-عدد-3-التربية-الاسلامية-الثامنة-اساسي-2007-2008-الاستاذ-قيس-الخشين-Msviw3","فرض مراقبة عدد 3 - التربية الإسلامية - الثامنة أساسي - 2007 - 2008 - الأستاذ قيس الخشين","cuid-suffix|too-long"
cmqtrkhit00cjnmd1yhm1y6yd,"devoir-de-contrle-n6-math-devoir-9me-2024-2025-eheceb","Devoir de Contrôle N°6 - Math DEVOIR - 9ème (2024-2025)","cuid-suffix"
cmqxjbbq101eofxx25rxb8xyv,"فرض-تاليفي-عدد-1-تربية-اسلامية-7-اساسي-2012-2011-التلميذ-ياسمين-بريك-jETgG4","فرض تأليفي عدد 1 - تربية إسلامية - 7 أساسي (2012-2011) التلميذ ياسمين بريك","cuid-suffix"
cmqwyom9o014jvdilovx3hj8k,"devoir-de-synthse-n2-franais-7me-2010-2011-mr-kamel-zayanit1-g9pcup","Devoir de Synthèse N°2 - Français - 7ème (2010-2011) Mr kamel ZAYANI","cuid-suffix|stripped-accents"
cmr8ux12v04hwezxrjnuro2r5,"devoir-de-synthse-n1-sciences-physiques-2me-ti-2023-2024-ca3nuk","Devoir de Synthèse N°1 - Sciences physiques - 2ème TI (2023-2024)","cuid-suffix|stripped-accents"
cmqxjbmaw01g8fxx2agmoaeip,"فرض-مراقبة-عدد-1-تربية-اسلامية-8-اساسي-2014-2013-الاستاذة-فاطمة-nDIcQw","فرض مراقبة عدد 1 - تربية إسلامية - 8 أساسي (2014-2013) الاستاذة فاطمة","cuid-suffix"
cmr99pgzq06z668vcxpqbqnit,"devoir-de-synthse-n2-sciences-physiques-bac-math-2013-2014-udrudh","Devoir de Synthèse N°2 - Sciences physiques - Bac Math (2013-2014)","cuid-suffix|stripped-accents"
cmr997xl901d98djc8dcapvkt,"serie-de-revision-n13-lycee-pilote-avec-correction-sciences--aearki","Série de Révision N°13 Lycée pilote Avec correction - Sciences physiques - pH d’une solution aqueuse - Bac Mathématiques (2019-2020)","cuid-suffix|multiple-hyphens"
cmr98c6so02j168vcs7j36ek3,"serie-dexercices-n1-math-exp-bac-toutes-sections-2018-2019-emmsyi","Série d'exercices N°1 - Math - exp - Bac Toutes Sections (2018-2019)","cuid-suffix"
cmr99iek503co8djc2mt9jfu1,"devoir-de-contrle-n1-sciences-physiques-3me-sciences-exp-202-psltns","Devoir de Contrôle N°1 - Sciences physiques - 3ème Sciences exp (2022-2023)","cuid-suffix"
cmqtd1gve00h1m0vbm90wmc83,"serie-dexercices-physique-8eme-2016-2017-9KHnvm","Série d'exercices - Physique - 8ème (2016-2017)","cuid-suffix"
cmr98zi8404e168vc8rc4wc3w,"serie-dexercices-math-graphes-probabilistes-bac-economie-amp-qr2qmx","Série d'exercices - Math - Graphes probabilistes - Bac Economie &amp; Gestion (2015-2016)","cuid-suffix|html-entities"
cmqtefna9010s142lkfynolqc,"devoir-de-synthse-n2-franais-9me-2023-2024-7n-bsu","Devoir de Synthèse N°2 - Français - 9ème (2023-2024)","stripped-accents"
cmr99ielq05wi68vcdw3kszhm,"devoir-de-contrle-n1-sciences-physiques-3me-sciences-exp-202-qqviv9","Devoir de Contrôle N°1 - Sciences physiques - 3ème Sciences exp (2022-2023)","cuid-suffix"
cmr994jky00vx8djc1un5be0z,"devoir-de-synthse-n2-sciences-physiques-bac-informatique-200-ulobwp","Devoir de Synthèse N°2 - Sciences physiques - Bac Informatique (2009-2010)","cuid-suffix|stripped-accents"
cmqu2lk4t01nlq2n34helhlk2,"devoir-de-contrle-n4-math-8me-2014-2015-TlodsF","Devoir de Contrôle N°4 - Math - 8ème (2014-2015)","cuid-suffix"
cmqtrh49l002pnmd1japb7kio,"devoir-de-synthse-n2-collge-pilote-math-7me-2013-2014-CmTBl8","Devoir de Synthèse N°2 Collège pilote - Math - 7ème (2013-2014)","cuid-suffix|stripped-accents"
cmr97f7j2022bxgtbrqq9uxk5,"devoir-de-contrle-n4-math-3me-economie-amp-gestion-2016-2017-7sp0bw","Devoir de Contrôle N°4 - Math - 3ème Economie &amp; Gestion (2016-2017) (1)","cuid-suffix|html-entities"
cmr99iok303ew8djcrk8quadg,"devoir-de-synthse-n1-sciences-physiques-3me-sciences-exp-201-q41avg","Devoir de Synthèse N°1 - Sciences physiques - 3ème Sciences exp (2011-2012)","cuid-suffix|stripped-accents"
cmr99d0no022u8djc3tnk45d8,"devoir-de-synthse-n1-physique-chimie-bac-informatique-2010-2-ykztz2","Devoir de Synthèse N°1 - Physique-Chimie - Bac Informatique (2010-2011)","cuid-suffix|stripped-accents"
cmqxj7yzb00xyfxx2jqwi7ldf,"فرض-تاليفي-عدد-2-انشاء-8-اساسي-2014-2013-الاستاذة-شيراز-النويوي-vFnXfN","فرض تأليفي عدد 2 - إنشاء - 8 أساسي (2014-2013) الاستاذة شيراز النويوي","cuid-suffix"
cmr8tr0qv00jcezxr7aekchvx,"devoir-de-synthse-n1-math-bac-sciences-exp-2018-2019-6hbzcq","Devoir de Synthèse N°1 - Math - Bac Sciences exp (2018-2019)","cuid-suffix|stripped-accents"
cmqte6a9k0078142lwfvqg62k,"serie-dexercices-n17-math-9eme-2017-2018-alyl6b","Série d'exercices N°17- Math - 9ème (2017-2018)","cuid-suffix"
cmqxjb9bu01eefxx237mny25j,"درس-تاريخ-7-اساسي-2012-2011-نور-الدين-فالح-WvBUia","درس - تاريخ - 7 أساسي (2012-2011) نور الدّين فالح","cuid-suffix"
cmqtrvt0g01d6nmd1js5g7rms,"serie-dexercices-math-7eme-2017-2018-p2P4VT","Série d'exercices - Math - 7ème (2017-2018)","cuid-suffix"
cmr99aiu901k1hdy98022sb4o,"devoir-de-synthse-n2-sciences-physiques-bac-sciences-exp-201-ychi3q","Devoir de Synthèse N°2 - Sciences physiques - Bac Sciences exp (2018-2019)","cuid-suffix|stripped-accents"
cmr99ikij05y668vczm5s3sri,"devoir-de-contrle-n1-lyce-pilote-sciences-physiques-devoir-d-2nydpx","Devoir de Contrôle N°1 Lycée pilote - Sciences physiques Devoir de contrôle n°1  - 3ème Sciences exp (2024-2025)","cuid-suffix"
cmqtrqym600xvnmd1vrkul4fc,"devoir-de-contrle-n2-math-7me-2015-2016-urtdat","Devoir de Contrôle N°2 - Math - 7ème (2015-2016)","cuid-suffix"
cmqwwdmw200cgvdilutz8457i,"devoir-de-synthse-n1-technoloie-7me-2010-2011-mr-tarekt17212-qQMl81","Devoir de Synthèse N°1 - technoloie - 7ème _2010-2011_ Mr tarek","cuid-suffix|stripped-accents"
cmqxja0bg0187fxx21175whvr,"فرض-تاليفي-عدد-2-تاريخ-7-اساسي-2023-2024-RD1P6L","(فرض تاليفي - عدد 2 - تاريخ - 7 اساسي (2023-2024","cuid-suffix"
cmr8j7ltu01s0u3qnnosj91qg,"contr-le-n-1-3tpdf-ud1wfa","Contr le N 1 3T.pdf","cuid-suffix|pdf-in-slug"
cmr8tqk4r00hnezxr51dd0yu6,"serie-dexercices-math-exercices-de-revision-bac-toutes-secti-vgpjt5","Série d'exercices - Math - EXERCICES DE REVISION - Bac Toutes Sections (2014-2015)","cuid-suffix"
cmqxjaske01c5fxx2hxsiqrot,"فرض-تاليفي-عدد-1-تربية-مدنية-8-اساسي-2012-2011-الاستاذة-هديل-الزيتوني-reQPeJ","فرض تأليفي عدد 1 - تربية مدنية - 8 أساسي (2012-2011) الاستاذة هديل الزيتوني","cuid-suffix"
cmqtro7r400oinmd10yr6it01,"devoir-de-contrle-n1-math-9me-2018-2019-hlsuqg","Devoir de Contrôle N°1 - Math - 9ème (2018-2019)","cuid-suffix"
cmqxj8lim0110fxx2vmknqtyy,"فرض-تاليفي-عدد-3-دراسة-نص-8-اساسي-2023-2024-2-M2H6i6","(فرض تاليفي - عدد 3 - دراسة نص - 8 اساسي (2023-2024 (2)","cuid-suffix"
cmqu2ht7c01chq2n3vzeyjrpg,"devoir-de-contrle-n3-franais-7me-2015-2016-xcfrn9","Devoir de Contrôle N°3 - Français - 7ème (2015-2016)","cuid-suffix"
cmr99im3603e08djcz60rqgsz,"devoir-de-synthse-n1-physique-3me-sciences-exp-2010-2011-762fqw","Devoir de Synthèse N°1 - Physique - 3ème Sciences exp (2010-2011)","cuid-suffix|stripped-accents"
cmqu2kf6z01keq2n3wafuakib,"devoir-de-synthse-n2-math-7me-2012-2013-ev3iye","Devoir de Synthèse N°2 - Math - 7ème (2012-2013)","cuid-suffix|stripped-accents"
cmqxj0kv8005nfxx2ykememn7,"serie-dexercices-n1-math-2021-2022-mr-alayani-mourad-z3hkyh","Série d'exercices N°1 - Math المعادلات والتناسب ثامنة اساسي - (2021-2022 Mr alayani mourad","cuid-suffix"
cmqxj1w7z00cufxx2iizs88yz,"فرض-مراقبة-عدد-1-انشاء-7-اساسي-2012-2011-الاستاذ-محمد-uabsl6","فرض مراقبة عدد 1 - إنشاء - 7 أساسي (2012-2011) الأستاذ محمد","cuid-suffix"
cmr98k37n032t68vc7x32c6y4,"serie-dexercices-n1-math-log-bac-toutes-sections-2018-2019-c5tqj7","Série d'exercices N°1 - Math - Log - Bac Toutes Sections (2018-2019)","cuid-suffix"
cmqtcn5ji005km0vb3q13c16h,"devoir-de-contrle-n1-technologie-9me-2011-2012-qafm9h","Devoir de Contrôle N°1 - Technologie - 9ème (2011-2012)","cuid-suffix"
cmr99iohs03es8djcdh43ra2t,"devoir-de-synthse-n1-sciences-physiques-3me-sciences-exp-201-3u2gtk","Devoir de Synthèse N°1 - Sciences physiques - 3ème Sciences exp (2011-2012)","cuid-suffix|stripped-accents"
cmr99inbk03ec8djcluc68sfr,"devoir-de-synthse-n1-sciences-physiques-3me-sciences-exp-201-11cyc2","Devoir de Synthèse N°1 - Sciences physiques - 3ème Sciences exp (2011-2012)","cuid-suffix|stripped-accents"
cmr98jgm4031968vcr5v7o8p8,"serie-dexercices-n1-avec-correction-math-integrale-bac-scien-ie0mgc","Série d'exercices N°1 Avec correction - Math INTÉGRALE - Bac Sciences exp (2022-2023)","cuid-suffix"
cmr99hude03748djcnzlo6hs0,"devoir-de-contrle-n1-sciences-physiques-3me-sciences-exp-201-xi2cj6","Devoir de Contrôle N°1 - Sciences physiques - 3ème Sciences exp (2011-2012)","cuid-suffix"
cmqtrucmd018jnmd1vu37bd0i,"devoir-de-synthse-n3-technologie-7me-2013-2014-nekhet","Devoir de Synthèse N°3 - Technologie - 7ème (2013-2014)","cuid-suffix|stripped-accents"
cmr97mtkf00j168vcko2mf53n,"devoir-de-synthse-n2-math-bac-mathmatiques-2018-2019-rbfshk","Devoir de Synthèse N°2 - Math - Bac Mathématiques (2018-2019)","cuid-suffix|stripped-accents"
cmqu2o2jj01uoq2n3u72fyeu2,"serie-dexercices-college-pilote-math-addition-dans-z-nouveau-oBa6nW","Série d'exercices Collège pilote - Math addition dans Z (nouveau programme) - 7ème (2012-2013)","cuid-suffix"
cmr8tqc9h00gzezxrw20gpk5e,"serie-dexercices-math-exercices-de-revision-1ere-as-2016-201-dctmfk","Série d'exercices - Math - Exercices de revision - 1ère AS (2016-2017)","cuid-suffix"
cmqu2in4d01fiq2n3upquz886,"devoir-de-contrle-n1-collge-pilote-franais-9me-2014-2015-8x8qhw","Devoir de Contrôle N°1 Collège pilote - Français - 9ème (2014-2015)","cuid-suffix"
cmqtcwf2x00c7m0vb2gwn3wnc,"devoir-de-synthse-n1-physique-8me-2020-2021-kfTE71","Devoir de Synthèse N°1 - Physique - 8ème (2020-2021)","cuid-suffix|stripped-accents"
cmqtrscb70121nmd1ek79uf7c,"devoir-de-contrle-n1-collge-pilote-physique-9me-2017-2018-jJMeG0","Devoir de Contrôle N°1 Collège pilote - Physique - 9ème (2017-2018)","cuid-suffix"
cmr8tr6hf00k0ezxrgjp8m3p8,"serie-dexercices-math-probabilite-4-bac-toutes-sections-2015-76xnme","Série d'exercices - Math Probabilité (4) - Bac Toutes Sections (2015-2016)","cuid-suffix"
cmr99is7205ze68vc6l0vzg78,"devoir-de-synthse-n3-svt-3me-math-2009-2010-orszxw","Devoir de synthèse N°3 - SVT - 3ème Math (2009-2010)","cuid-suffix|stripped-accents"
cmr98knah034h68vc7urdi6ad,"serie-dexercices-n1-avec-correction-math-logarithme-bac-scie-gcjbau","Série d'exercices N°1 Avec correction - Math LOGARITHME - Bac Sciences exp (2022-2023)","cuid-suffix"
cmr9957cx00qhhdy97djahrtx,"devoir-de-contrle-n3-sciences-physiques-bac-informatique-201-ymkivd","Devoir de Contrôle N°3 - Sciences physiques - Bac Informatique (2010-2011)","cuid-suffix"
cmr8un6vz03l4ezxrw3y4gx7d,"cours-math-logarithme-nprien-bac-sciences-exp-2017-2018-ink9no","Cours - Math - Logarithme népérien - Bac Sciences exp (2017-2018)","cuid-suffix"
cmr8tnzci00avezxri8fqlgk2,"devoir-de-synthse-n1-math-2me-sciences2021-2022-eghqiy","Devoir de Synthèse N°1 - Math - 2ème Sciences(2021-2022)","cuid-suffix|stripped-accents"
cmr97ni0500kx68vcwqpdm3lg,"devoir-de-contrle-n1-math-bac-sciences-exp-2016-2017-rq5kh7","Devoir de Contrôle N°1- Math - Bac Sciences exp (2016-2017)","cuid-suffix"
cmqtef5ti00yz142lawarxto7,"devoir-de-synthse-n1-franais-9me-2010-2011-Vl40bG","Devoir de Synthèse N°1 - Français - 9ème (2010-2011)","cuid-suffix|stripped-accents"
cmr98if2s02yl68vcp6u5fuuu,"serie-dexercices-math-les-equations-differentielles-bac-scie-1okhix","Série d'exercices - Math - Les équations différentielles - Bac Sciences exp (2017-2018)","cuid-suffix"
cmr99k2db02rxhdy9212ctpg5,"devoir-de-synthse-n3-conomie-bac-economie-amp-gestion-2011-2-oglrrv","Devoir de Synthèse N°3 - Économie - Bac Economie &amp; Gestion (2011-2012)","cuid-suffix|stripped-accents|html-entities"
cmr99ix8403h08djct6fjikk0,"devoir-de-synthse-n1-sciences-physiques-3me-sciences-exp-201-iscvea","Devoir de Synthèse N°1 - Sciences physiques - 3ème Sciences exp (2019-2020)","cuid-suffix|stripped-accents"
cmr98sbs203p168vccv8it2i1,"serie-dexercices-13-avec-correction-math-sphere-bac-techniqu-yiylh1","Série d'exercices 13 Avec correction - Math Sphère - Bac Technique (2023-2024)","cuid-suffix"
cmqteazgi00lj142l5wxkax1e,"devoir-de-synthse-n2-collge-pilote-franais-7me-2012-2013-Xeyo3c","Devoir de Synthèse N°2 Collège pilote - Français - 7ème (2012-2013)","cuid-suffix|stripped-accents"
cmr99kpan02vlhdy9f0y92nhr,"devoir-de-synthse-n3-sciences-physiques-3me-sciences-exp-201-dl48e6","Devoir de Synthèse N°3 - Sciences physiques - 3ème Sciences exp (2013-2014)","cuid-suffix|stripped-accents"
cmqu2qpak0227q2n3rakz5mk8,"devoir-de-synthse-n1-physique-9me-2010-2011-nnbpt6","Devoir de Synthèse N°1 - physique - 9ème _2010-2011_","cuid-suffix|stripped-accents"
cmqu1w1p80017q2n3ipekncmy,"devoir-de-contrle-n4-math-8me-2013-2014-DLghvG","Devoir de Contrôle N°4 - Math - 8ème (2013-2014)","cuid-suffix"
cmr99j25j03hw8djcxjnqxxwv,"devoir-de-synthse-n1-sciences-physiques-3me-sciences-exp-202-hfad67","Devoir de Synthèse N°1 - Sciences physiques - 3ème Sciences exp (2024-2025)","cuid-suffix|stripped-accents"
cmr8tn6qe0094ezxrro7idg57,"serie-dexercices-n3-math-similitudes-bac-math-2015-2016-xzmemk","Série d'exercices  N°3 - Math - SIMILITUDES - Bac Math (2015-2016)","cuid-suffix"
cmqx12ybc000zz3ms9hqdegu0,"devoir-de-synthse-n3-franais-7me-2010-2011-mr-chihaoui-sofie-bwnauy","Devoir de Synthèse N°3 - Français - 7ème (2010-2011) Mr chihaoui sofiene","cuid-suffix|stripped-accents"
cmr99kkpp06ee68vchkimc3tr,"devoir-de-synthse-n3-sciences-physiques-3me-sciences-exp-201-jalvmk","Devoir de Synthèse N°3 - Sciences physiques - 3ème Sciences exp (2011-2012)","cuid-suffix|stripped-accents"
cmr8tmjt6007sezxrk15qhh7p,"devoir-de-contrle-n1-math-bac-economie-amp-gestion-2015-2016-1pzvxn","Devoir de Contrôle N°1 - Math - Bac Economie &amp; Gestion (2015-2016)","cuid-suffix|html-entities"
cmr8tmrxh008cezxrohusrqbq,"serie-corrigee-n8-math-arithmetique-bac-mathematiques-2015-2-jqlvkh","Série Corrigée N°8 - Math arithmetique - Bac Mathématiques (2015-2016)","cuid-suffix"
