id,type,expected,actual,title
cmqp9vnsj007n4j6qob4xm1v6,section,maths,,"Devoir de Contrôle N°1 - Math DEVOIR - 7ème Mr GHARBI RIDHA"
cmqqlrapv0001vswbclr7w96a,section,maths,technique,"Devoir de Contrôle N°2 - Math - 3ème Technique (2025-2026) Mr chaabane mounir"
cmqqp2lvj00014unvm0lw0gju,section,maths,sciences-experimentales,"Devoir de Contrôle N°2 - Math Devoir de contrôle 2 - 3ème Sciences exp (2025-2026) Mr Baccar Achraf"
cmqqp9mo200074unv4tyl07tt,section,maths,,"Série d'exercices N°3 Avec correction - Math Vecteurs Colinéaires - 1ère AS (2025-2026) Mr Arayssi Mohame"
cmqs88uu8000212t40cb95e9p,section,maths,,"Devoir de Contrôle N°1 - Math - 7ème (2012-2013)"
cmqs896am000712t4xh7ka4xr,section,maths,,"Devoir de Contrôle N°1 - Math - 7ème (2017-2018)"
cmqs897oy000c12t4aepzq6yy,section,maths,,"Devoir de Contrôle N°2 - Math - 7ème (2017-2018)"
cmqs898vo000h12t4diaoo61v,section,maths,,"Devoir de Synthèse N°1 - Math - 7ème (2013-2014)"
cmqs89a2x000m12t445whz2di,section,maths,,"Devoir de Synthèse N°1 - Math - 7ème (2014-2015)"
cmqs89bdn000r12t45n279r7z,section,maths,,"Devoir de Synthèse N°1 - Math - 7ème (2015-2016)"
cmqs89cqe000w12t4uljrvsep,section,maths,,"Devoir de Synthèse N°1 - Math - 7ème (2017-2018)"
cmqs89epg001112t4ubueiks3,section,maths,,"Devoir de Contrôle N°3 - Math - 7ème (2013-2014)"
cmqs89g3w001612t4pvmdpflu,section,maths,,"Devoir de Contrôle N°3 - Math - 7ème (2014-2015)"
cmqs89hlb001b12t4dk2h8bop,section,maths,,"Devoir de Contrôle N°3 - Math - 7ème (2015-2016)"
cmqs89ji6001g12t4qx8kozz6,section,maths,,"Devoir de Contrôle N°4 - Math - 7ème (2013-2014)"
cmqs89ji6001g12t4qx8kozz6,trimester,2,3,"Devoir de Contrôle N°4 - Math - 7ème (2013-2014)"
cmqs89kp6001l12t45o49te43,section,maths,,"Devoir de Contrôle N°4 - Math - 7ème (2015-2016)"
cmqs89kp6001l12t45o49te43,trimester,2,3,"Devoir de Contrôle N°4 - Math - 7ème (2015-2016)"
cmqs89lye001q12t4rcmm57ej,section,maths,,"Devoir de Synthèse N°2 - Math - 7ème (2016-2017)"
cmqs89n6a001v12t4tdy0lzix,section,maths,,"Devoir de Contrôle N°5 - Math - 7ème (2013-2014)"
cmqs89n6a001v12t4tdy0lzix,trimester,2,3,"Devoir de Contrôle N°5 - Math - 7ème (2013-2014)"
cmqs89od7002012t4wrwjfye7,section,maths,,"Devoir de Contrôle N°6 - Math - 7ème (2013-2014)"
cmqs89od7002012t4wrwjfye7,trimester,2,3,"Devoir de Contrôle N°6 - Math - 7ème (2013-2014)"
cmqs89ps1002512t4rgcun6pi,section,maths,,"Devoir de Synthèse N°3 - Math - 7ème (2013-2014)"
cmqs89rcs002a12t4s0n4ydhk,section,maths,,"Devoir de Synthèse N°3 - Math - 7ème (2014-2015)"
cmqs89sly002f12t4d96jhkod,section,maths,,"Devoir de Contrôle N°1 - Math - 8ème (2015-2016)"
cmqs89tw6002k12t46udffjb1,section,maths,,"Devoir de Contrôle N°1 - Math - 8ème (2016-2017)"
cmqs89v5r002p12t4dzn5mmf7,section,maths,,"Devoir de Contrôle N°1 - Math - 8ème (2019-2020)"
cmqs89xff002u12t42hinpuie,section,maths,,"Devoir de Contrôle N°2 - Math - 8ème (2015-2016)"
cmqs89ymp002z12t40urazqzz,section,maths,,"Devoir de Contrôle N°2 - Math - 8ème (2019-2020)"
cmqs8a0em003412t4nl4kimi5,section,maths,,"Devoir de Contrôle N°2 - Math - 8ème (2022-2023)"
cmqs8a1lv003912t4o02rfpf0,section,maths,,"Devoir de Synthèse N°1 - Math - 8ème (2014-2015)"
cmqs8a3k4003e12t44da8smyl,section,maths,,"Devoir de Synthèse N°1 - Math - 8ème (2021-2022)"
cmqs8a5h3003j12t4o39437av,section,maths,,"Devoir de Synthèse N°1 - Math - 8ème (2022-2023)"
cmqs8a711003o12t4nrezh7nu,section,maths,,"Devoir de Contrôle N°3 - Math - 8ème (2014-2015)"
cmqs8a8ar003t12t4kvmzd04s,section,maths,,"Devoir de Contrôle N°3 - Math - 8ème (2015-2016)"
cmqs8a9ks003y12t49ebxbgx2,section,maths,,"Devoir de Contrôle N°4 - Math - 8ème (2014-2015)"
cmqs8a9ks003y12t49ebxbgx2,trimester,2,3,"Devoir de Contrôle N°4 - Math - 8ème (2014-2015)"
cmqs8ab78004312t4gnumaaml,section,maths,,"Devoir de Contrôle N°4 - Math - 8ème (2015-2016)"
cmqs8ab78004312t4gnumaaml,trimester,2,3,"Devoir de Contrôle N°4 - Math - 8ème (2015-2016)"
cmqs8adfe004812t43sqk8rk6,section,maths,,"Devoir de Contrôle N°4 - Math - 8ème (2022-2023)"
cmqs8adfe004812t43sqk8rk6,trimester,2,3,"Devoir de Contrôle N°4 - Math - 8ème (2022-2023)"
cmqs8aff9004d12t496op3egk,section,maths,,"Devoir de Synthèse N°2 Collège pilote - Math - 8ème (2021-2022)"
cmqs8ahw6004i12t4e46aks3w,section,maths,,"Devoir de Synthèse N°2 - Math - 8ème (2022-2023)"
cmqs8akgy004n12t4o8dnq4so,section,maths,,"Devoir de Contrôle N°5 - Math - 8ème (2021-2022)"
cmqs8akgy004n12t4o8dnq4so,trimester,2,3,"Devoir de Contrôle N°5 - Math - 8ème (2021-2022)"
cmqs8aloe004s12t42r90mx6a,section,maths,,"Devoir de Contrôle N°6 - Math - 8ème (2014-2015)"
cmqs8aloe004s12t42r90mx6a,trimester,2,3,"Devoir de Contrôle N°6 - Math - 8ème (2014-2015)"
cmqs8anjs004x12t490hoztbf,section,maths,,"Devoir de Contrôle N°6 Avec correction - Math - 8ème (2021-2022)"
cmqs8anjs004x12t490hoztbf,trimester,2,3,"Devoir de Contrôle N°6 Avec correction - Math - 8ème (2021-2022)"
cmqs8apnl005212t4vwducngp,section,maths,,"Devoir de Contrôle N°6 - Math - 8ème (2021-2022)"
cmqs8apnl005212t4vwducngp,trimester,2,3,"Devoir de Contrôle N°6 - Math - 8ème (2021-2022)"
cmqs8aqy3005712t40rghhqw3,section,maths,,"Devoir de Synthèse N°3 - Math - 8ème (2014-2015)"
cmqs8asr6005c12t4jccl18bb,section,maths,,"Devoir de Synthèse N°2 - Math - 8ème (2016-2017)"
cmqs8auiq005h12t47pf5ot7g,section,maths,,"Devoir de Synthèse N°3 - Math - 8ème (2021-2022)"
cmqs8ax1b005m12t4hnkrztz2,section,maths,,"Devoir de Synthèse N°3 - Math - 8ème (2022-2023)"
cmqs8ayjn005r12t46wf57r57,section,maths,,"Devoir de Contrôle N°1 - Math - 9ème (2015-2016)"
cmqs8aztl005w12t4xoq9chir,section,maths,,"Devoir de Contrôle N°1 - Math - 9ème (2016-2017)"
cmqs8b1ay006112t4z06wjhvb,section,maths,,"Devoir de Contrôle N°1 - Math - 9ème (2017-2018)"
cmqs8b2f9006612t4gw5y0067,section,maths,,"Devoir de Contrôle N°1 - Math - 9ème (2019-2020)"
cmqs8b4jg006b12t4a9al4h2z,section,maths,,"Devoir de Contrôle N°2 - Math - 9ème (2015-2016)"
cmqs8b5sw006g12t46xdlw2c4,section,maths,,"Devoir de Contrôle N°2 - Math - 9ème (2017-2018)"
cmqs8b75h006l12t4kux5794v,section,maths,,"Devoir de Contrôle N°2 - Math - 9ème (2019-2020)"
cmqs8b8mb006q12t4j1jk2iyr,section,maths,,"Devoir de Synthèse N°1 - Math - 9ème (2013-2014)"
cmqs8b9st006v12t44nzycv5k,section,maths,,"Devoir de Synthèse N°1 - Math - 9ème (2014-2015)"
cmqs8bb5d007012t4ojvtqw5a,section,maths,,"Devoir de Synthèse N°1 - Math - 9ème (2015-2016)"
cmqs8bci2007512t4b2me4iho,section,maths,,"Devoir de Synthèse N°1 - Math - 9ème (2017-2018)"
cmqs8bdxt007a12t41vjr0cwk,section,maths,,"Devoir de Synthèse N°1 - Math - 9ème (2019-2020)"
cmqs8bg39007f12t4yom32mcc,section,maths,,"Devoir de Synthèse N°1 - Math - 9ème (2021-2022)"
cmqs8bhzy007k12t4e3xkq0j8,section,maths,,"Devoir de Synthèse N°1 - Math - 9ème (2022-2023)"
cmqs8bjxf007p12t4ph7sela1,section,maths,,"Devoir de Contrôle N°3 - Math - 9ème (2013-2014)"
cmqs8blls007u12t44jztr5da,section,maths,,"Devoir de Contrôle N°3 - Math - 9ème (2014-2015)"
cmqs8bn17007z12t4kkxierl2,section,maths,,"Devoir de Contrôle N°3 - Math - 9ème (2015-2016)"
cmqs8bp4x008412t4jy7nb1aj,section,maths,,"Devoir de Contrôle N°4 - Math - 9ème (2013-2014)"
cmqs8bp4x008412t4jy7nb1aj,trimester,2,3,"Devoir de Contrôle N°4 - Math - 9ème (2013-2014)"
cmqs8bqid008912t4rxxcrmum,section,maths,,"Devoir de Contrôle N°4 - Math - 9ème (2014-2015)"
cmqs8bqid008912t4rxxcrmum,trimester,2,3,"Devoir de Contrôle N°4 - Math - 9ème (2014-2015)"
cmqs8brt1008e12t40zrqid26,section,maths,,"Devoir de Contrôle N°4 - Math - 9ème (2015-2016)"
cmqs8brt1008e12t40zrqid26,trimester,2,3,"Devoir de Contrôle N°4 - Math - 9ème (2015-2016)"
cmqs8btms008j12t493tkxisv,section,maths,,"Devoir de Contrôle N°4 - Math - 9ème (2022-2023)"
cmqs8btms008j12t493tkxisv,trimester,2,3,"Devoir de Contrôle N°4 - Math - 9ème (2022-2023)"
cmqs8bxbd008o12t4lmhjmdft,section,maths,,"Devoir de Synthèse N°2 - Math - 9ème (2022-2023)"
cmqs8byj2008t12t43fmvw8t5,section,maths,,"Devoir de Contrôle N°5 - Math - 9ème (2013-2014)"
cmqs8byj2008t12t43fmvw8t5,trimester,2,3,"Devoir de Contrôle N°5 - Math - 9ème (2013-2014)"
cmqs8c06d008y12t4naaw1bhf,section,maths,,"Devoir de Contrôle N°5 - Math - 9ème (2021-2022)"
cmqs8c06d008y12t4naaw1bhf,trimester,2,3,"Devoir de Contrôle N°5 - Math - 9ème (2021-2022)"
cmqs8c1jh009312t4idz6wdqf,section,maths,,"Devoir de Contrôle N°6 - Math - 9ème (2013-2014)"
cmqs8c1jh009312t4idz6wdqf,trimester,2,3,"Devoir de Contrôle N°6 - Math - 9ème (2013-2014)"
cmqs8c2ur009812t4zvwjlgzw,section,maths,,"Devoir de Contrôle N°6 - Math - 9ème (2014-2015)"
cmqs8c2ur009812t4zvwjlgzw,trimester,2,3,"Devoir de Contrôle N°6 - Math - 9ème (2014-2015)"
cmqs8c98z009d12t41n5gpxzk,section,maths,,"Devoir de Contrôle N°6 - Math - 9ème (2021-2022)"
cmqs8c98z009d12t41n5gpxzk,trimester,2,3,"Devoir de Contrôle N°6 - Math - 9ème (2021-2022)"
cmqs8camz009i12t4ki9majsn,section,maths,,"Devoir de Synthèse N°3 - Math - 9ème (2013-2014)"
cmqs8cc0d009n12t4jpk2mb8p,section,maths,,"Devoir de Synthèse N°3 - Math - 9ème (2014-2015)"
cmqs8cdyj009s12t4p2whw3sz,section,maths,,"Devoir de Synthèse N°3 - Math - 9ème (2021-2022)"
cmqs8cg5v009x12t44olhnv4s,section,maths,,"Devoir de Synthèse N°3 - Math - 9ème (2022-2023)"
cmqs8ci3300a212t46wfdtmsi,type,HOMEWORK,BAC_SUBJECT,"Devoir de Révision pour le concours (Contrôle n°6 ) Collège pilote - Math - 9ème (2021-2022)"
cmqs8ci3300a212t46wfdtmsi,section,maths,,"Devoir de Révision pour le concours (Contrôle n°6 ) Collège pilote - Math - 9ème (2021-2022)"
cmqs8ci3300a212t46wfdtmsi,trimester,2,3,"Devoir de Révision pour le concours (Contrôle n°6 ) Collège pilote - Math - 9ème (2021-2022)"
cmqslll6f0001d609b37xwzio,section,maths,,"Série d'exercices N°9 - Math - 8ème (2010-2011)"
cmqsllm6g0005d6093nzg0o31,section,maths,,"Série d'exercices N°10 - Math - 8ème (2010-2011)"
cmqslln6m0009d60993237kh9,section,maths,,"Série d'exercices N°11 - Math - 8ème (2010-2011)"
cmqsllo51000dd60984md5408,section,maths,,"Série d'exercices N°12 - Math - 8ème (2010-2011)"
cmqsllp5q000hd609ut8nerj0,section,maths,,"Série d'exercices N°13 - Math - 8ème (2010-2011)"
cmqsllq44000ld609tfxvbzle,section,maths,,"Série d'exercices N°14 - Math - 8ème (2010-2011)"
cmqsllr24000pd609qoqmhqxx,section,maths,,"Série d'exercices N°15 - Math - 8ème (2010-2011)"
cmqsllry6000td609uynp005s,section,maths,,"Série d'exercices N°16 - Math - 8ème (2010-2011)"
cmqsllttk000xd609qex2kgmn,section,maths,,"Série d'exercices Collège pilote - Math الجذاآت المعتبرة -المثلثات - 9ème (2012-2013)"
cmqsllvl90001oizkgy711tj9,section,maths,,"Série d'exercices N°1 - Math - 9ème (2010-2011)"
cmqsllwlt0005oizkidkmhqc5,section,maths,,"Série d'exercices N°2 - Math - 9ème (2010-2011)"
cmqsllxjf0009oizkbr91ayee,section,maths,,"Série d'exercices N°3 - Math - 9ème (2010-2011)"
cmqsllym7000doizkeutbg6ob,section,maths,,"Série d'exercices N°4 - Math - 9ème (2010-2011)"
cmqsllym7000doizkeutbg6ob,trimester,2,3,"Série d'exercices N°4 - Math - 9ème (2010-2011)"
cmqsllznb000hoizki1gcnuzw,section,maths,,"Série d'exercices N°5 - Math - 9ème (2010-2011)"
cmqsllznb000hoizki1gcnuzw,trimester,2,3,"Série d'exercices N°5 - Math - 9ème (2010-2011)"
cmqslm0kq000loizkbl532vxc,section,maths,,"Série d'exercices N°6 - Math - 9ème (2010-2011)"
cmqslm0kq000loizkbl532vxc,trimester,2,3,"Série d'exercices N°6 - Math - 9ème (2010-2011)"
cmqslm1ii000poizk45lo4zh5,section,maths,,"Série d'exercices N°7 - Math - 9ème (2010-2011)"
